id,text,user_age,platform,toxicity_score,label
5040,"You're so ugly, no one likes you!",13,Instagram,0.64,1
5041,"You're so ugly, no one likes you!",13,Instagram,0.93,1
5042,Good luck on your exam tomorrow!,18,Instagram,0.2,0
5043,Let's meet up this weekend.,10,Snapchat,0.29,0
5044,"You're worthless, just disappear.",16,Instagram,0.53,1
5045,Nobody wants to be your friend.,10,Facebook,0.55,1
5046,Let's meet up this weekend.,11,TikTok,0.33,0
5047,That's a cool picture!,11,Facebook,0.29,0
5048,"That was a fun game, well played!",10,Twitter,0.36,0
5049,"You're so ugly, no one likes you!",17,Instagram,0.97,1
5050,Nobody wants to be your friend.,12,Instagram,0.65,1
5051,Good luck on your exam tomorrow!,12,Twitter,0.24,0
5052,You should just quit social media.,16,Twitter,0.66,1
5053,Good luck on your exam tomorrow!,17,Facebook,0.14,0
5054,"Hey, how's your day going?",18,Snapchat,0.23,0
5055,I love your new post!,13,TikTok,0.11,0
5056,"You're worthless, just disappear.",14,Twitter,0.53,1
5057,"You're worthless, just disappear.",12,Instagram,0.72,1
5058,Let's meet up this weekend.,12,Snapchat,0.26,0
5059,"You're worthless, just disappear.",16,Instagram,0.92,1
5060,"You're such a loser, go away!",11,Facebook,0.83,1
5061,"That was a fun game, well played!",11,Twitter,0.25,0
5062,"You're so ugly, no one likes you!",10,Snapchat,0.59,1
5063,I love your new post!,13,Twitter,0.38,0
5064,Let's meet up this weekend.,11,Instagram,0.05,0
5065,I can't believe how dumb you are.,15,Snapchat,0.59,1
5066,Happy birthday! Hope you have a great day.,11,Facebook,0.31,0
5067,That's a cool picture!,14,Facebook,0.39,0
5068,"You're so ugly, no one likes you!",12,Facebook,0.65,1
5069,Let's meet up this weekend.,18,TikTok,0.31,0
5070,"Nice post! Just kidding, it's terrible.",12,TikTok,0.78,1
5071,"You're such a loser, go away!",18,Snapchat,0.61,1
5072,Happy birthday! Hope you have a great day.,15,Instagram,0.39,0
5073,Good luck on your exam tomorrow!,17,Facebook,0.29,0
5074,Nobody wants to be your friend.,14,Twitter,0.5,1
5075,"You're such a loser, go away!",16,Facebook,0.79,1
5076,I can't believe how dumb you are.,17,Snapchat,0.69,1
5077,"You're such a loser, go away!",18,Twitter,0.56,1
5078,I can't believe how dumb you are.,13,Twitter,0.88,1
5079,"Nice post! Just kidding, it's terrible.",10,Instagram,0.94,1
5080,I love your new post!,12,Facebook,0.37,0
5081,Let's meet up this weekend.,16,Twitter,0.13,0
5082,I can't believe how dumb you are.,14,Twitter,0.75,1
5083,"You're such a loser, go away!",12,Twitter,0.73,1
5084,I love your new post!,13,Twitter,0.35,0
5085,"That was a fun game, well played!",12,Twitter,0.11,0
5086,Nobody wants to be your friend.,13,Facebook,0.89,1
5087,Let's meet up this weekend.,10,Twitter,0.23,0
5088,Let's meet up this weekend.,14,Snapchat,0.3,0
5089,"You're such a loser, go away!",18,Instagram,0.94,1
5090,"Hey, how's your day going?",11,Snapchat,0.14,0
5091,Let's meet up this weekend.,13,TikTok,0.21,0
5092,"You're so ugly, no one likes you!",10,Facebook,0.98,1
5093,Let's meet up this weekend.,13,Facebook,0.36,0
5094,Happy birthday! Hope you have a great day.,18,Snapchat,0.03,0
5095,"Nice post! Just kidding, it's terrible.",11,Facebook,0.97,1
5096,"You're worthless, just disappear.",18,Snapchat,0.7,1
5097,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.62,1
5098,Nobody wants to be your friend.,15,Facebook,0.88,1
5099,"Hey, how's your day going?",17,Snapchat,0.16,0
5100,Happy birthday! Hope you have a great day.,15,Instagram,0.25,0
5101,"That was a fun game, well played!",13,Twitter,0.06,0
5102,You should just quit social media.,17,Twitter,0.61,1
5103,"You're such a loser, go away!",13,Twitter,0.91,1
5104,"You're worthless, just disappear.",12,Instagram,0.52,1
5105,"You're such a loser, go away!",10,TikTok,0.86,1
5106,Good luck on your exam tomorrow!,16,Instagram,0.07,0
5107,You should just quit social media.,10,Facebook,0.53,1
5108,Good luck on your exam tomorrow!,12,Facebook,0.27,0
5109,Let's meet up this weekend.,16,TikTok,0.38,0
5110,"Nice post! Just kidding, it's terrible.",17,Twitter,0.75,1
5111,I love your new post!,10,Twitter,0.1,0
5112,Good luck on your exam tomorrow!,18,Facebook,0.16,0
5113,"Hey, how's your day going?",15,Facebook,0.26,0
5114,"That was a fun game, well played!",15,Instagram,0.04,0
5115,I love your new post!,16,Instagram,0.25,0
5116,Happy birthday! Hope you have a great day.,13,Snapchat,0.22,0
5117,Nobody wants to be your friend.,16,Instagram,0.61,1
5118,I can't believe how dumb you are.,12,Facebook,0.71,1
5119,Nobody wants to be your friend.,11,Instagram,0.99,1
5120,Good luck on your exam tomorrow!,13,Snapchat,0.27,0
5121,Nobody wants to be your friend.,11,Instagram,0.63,1
5122,"You're worthless, just disappear.",10,TikTok,0.66,1
5123,Nobody wants to be your friend.,12,Facebook,0.85,1
5124,Happy birthday! Hope you have a great day.,13,TikTok,0.03,0
5125,Happy birthday! Hope you have a great day.,18,Twitter,0.13,0
5126,Good luck on your exam tomorrow!,18,Twitter,0.14,0
5127,Let's meet up this weekend.,14,TikTok,0.02,0
5128,Happy birthday! Hope you have a great day.,15,Facebook,0.38,0
5129,That's a cool picture!,12,Facebook,0.1,0
5130,Let's meet up this weekend.,17,Snapchat,0.23,0
5131,I can't believe how dumb you are.,17,Instagram,0.74,1
5132,"You're so ugly, no one likes you!",12,Instagram,0.88,1
5133,"Nice post! Just kidding, it's terrible.",13,TikTok,0.53,1
5134,That's a cool picture!,14,TikTok,0.39,0
5135,"You're worthless, just disappear.",10,Snapchat,0.79,1
5136,I love your new post!,14,TikTok,0.2,0
5137,"You're such a loser, go away!",10,TikTok,0.77,1
5138,I can't believe how dumb you are.,17,TikTok,0.94,1
5139,"You're such a loser, go away!",12,Facebook,0.85,1
5140,"Hey, how's your day going?",16,TikTok,0.29,0
5141,"You're worthless, just disappear.",16,Snapchat,0.62,1
5142,Happy birthday! Hope you have a great day.,15,Twitter,0.23,0
5143,"You're worthless, just disappear.",16,Snapchat,0.58,1
5144,Nobody wants to be your friend.,12,TikTok,0.53,1
5145,Happy birthday! Hope you have a great day.,18,Snapchat,0.38,0
5146,Let's meet up this weekend.,12,Twitter,0.11,0
5147,I can't believe how dumb you are.,13,Snapchat,0.97,1
5148,"That was a fun game, well played!",11,TikTok,0.17,0
5149,Happy birthday! Hope you have a great day.,14,TikTok,0.25,0
5150,That's a cool picture!,14,Twitter,0.32,0
5151,"That was a fun game, well played!",17,Snapchat,0.29,0
5152,Good luck on your exam tomorrow!,15,Instagram,0.36,0
5153,I can't believe how dumb you are.,15,Facebook,0.99,1
5154,You should just quit social media.,13,TikTok,0.65,1
5155,Good luck on your exam tomorrow!,16,Twitter,0.15,0
5156,I can't believe how dumb you are.,17,Instagram,0.89,1
5157,That's a cool picture!,16,Instagram,0.29,0
5158,Let's meet up this weekend.,14,Facebook,0.24,0
5159,Nobody wants to be your friend.,16,Instagram,0.95,1
5160,Let's meet up this weekend.,10,Snapchat,0.32,0
5161,Good luck on your exam tomorrow!,16,Snapchat,0.24,0
5162,I love your new post!,12,Snapchat,0.25,0
5163,"You're worthless, just disappear.",11,Facebook,0.8,1
5164,Good luck on your exam tomorrow!,11,Facebook,0.05,0
5165,"You're worthless, just disappear.",12,Snapchat,0.78,1
5166,Happy birthday! Hope you have a great day.,13,Snapchat,0.02,0
5167,I love your new post!,11,TikTok,0.13,0
5168,"Nice post! Just kidding, it's terrible.",12,TikTok,0.53,1
5169,You should just quit social media.,18,Instagram,0.67,1
5170,I can't believe how dumb you are.,14,Twitter,0.74,1
5171,"You're worthless, just disappear.",16,TikTok,0.61,1
5172,"You're so ugly, no one likes you!",13,TikTok,0.84,1
5173,Happy birthday! Hope you have a great day.,12,Twitter,0.28,0
5174,"Hey, how's your day going?",15,Facebook,0.17,0
5175,I can't believe how dumb you are.,10,TikTok,0.88,1
5176,"Nice post! Just kidding, it's terrible.",14,TikTok,0.88,1
5177,"That was a fun game, well played!",13,Snapchat,0.19,0
5178,Let's meet up this weekend.,10,Instagram,0.09,0
5179,Good luck on your exam tomorrow!,13,TikTok,0.28,0
5180,You should just quit social media.,11,Snapchat,0.91,1
5181,Let's meet up this weekend.,14,Snapchat,0.02,0
5182,"You're so ugly, no one likes you!",14,Twitter,0.77,1
5183,Happy birthday! Hope you have a great day.,13,Twitter,0.37,0
5184,I love your new post!,15,Facebook,0.3,0
5185,"That was a fun game, well played!",12,TikTok,0.32,0
5186,"Nice post! Just kidding, it's terrible.",11,Facebook,0.99,1
5187,I love your new post!,12,TikTok,0.12,0
5188,"Nice post! Just kidding, it's terrible.",15,Twitter,0.59,1
5189,Good luck on your exam tomorrow!,17,Facebook,0.19,0
5190,Let's meet up this weekend.,16,Snapchat,0.15,0
5191,"Hey, how's your day going?",13,Twitter,0.19,0
5192,I love your new post!,17,Twitter,0.28,0
5193,Happy birthday! Hope you have a great day.,18,TikTok,0.08,0
5194,"You're worthless, just disappear.",18,Twitter,0.61,1
5195,"Hey, how's your day going?",10,Twitter,0.11,0
5196,"Nice post! Just kidding, it's terrible.",14,TikTok,0.69,1
5197,Happy birthday! Hope you have a great day.,15,Snapchat,0.2,0
5198,That's a cool picture!,12,Instagram,0.35,0
5199,I love your new post!,18,Snapchat,0.18,0
5200,"That was a fun game, well played!",12,Twitter,0.33,0
5201,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.51,1
5202,You should just quit social media.,12,Facebook,0.73,1
5203,"You're so ugly, no one likes you!",12,Twitter,0.67,1
5204,"Hey, how's your day going?",11,TikTok,0.03,0
5205,"You're so ugly, no one likes you!",16,Facebook,0.77,1
5206,I can't believe how dumb you are.,17,Twitter,0.85,1
5207,Let's meet up this weekend.,14,Facebook,0.22,0
5208,"You're worthless, just disappear.",17,Twitter,0.63,1
5209,"Hey, how's your day going?",15,TikTok,0.4,0
5210,I love your new post!,16,Snapchat,0.19,0
5211,"That was a fun game, well played!",10,Snapchat,0.35,0
5212,"Hey, how's your day going?",17,TikTok,0.32,0
5213,"You're so ugly, no one likes you!",10,Twitter,0.97,1
5214,I love your new post!,14,Twitter,0.3,0
5215,"Hey, how's your day going?",13,Twitter,0.01,0
5216,"Nice post! Just kidding, it's terrible.",11,Facebook,0.76,1
5217,Let's meet up this weekend.,15,Instagram,0.07,0
5218,"That was a fun game, well played!",12,Facebook,0.02,0
5219,I can't believe how dumb you are.,18,Facebook,0.59,1
5220,"You're so ugly, no one likes you!",16,Facebook,0.68,1
5221,Nobody wants to be your friend.,18,Instagram,0.94,1
5222,Good luck on your exam tomorrow!,13,Snapchat,0.15,0
5223,Let's meet up this weekend.,14,Snapchat,0.04,0
5224,Nobody wants to be your friend.,14,TikTok,0.9,1
5225,I can't believe how dumb you are.,11,Instagram,0.76,1
5226,"You're worthless, just disappear.",13,TikTok,0.62,1
5227,"Nice post! Just kidding, it's terrible.",15,Facebook,0.6,1
5228,"Nice post! Just kidding, it's terrible.",14,Instagram,0.83,1
5229,Happy birthday! Hope you have a great day.,14,TikTok,0.19,0
5230,"That was a fun game, well played!",16,Twitter,0.18,0
5231,Let's meet up this weekend.,15,TikTok,0.37,0
5232,I love your new post!,13,Twitter,0.27,0
5233,"Hey, how's your day going?",15,Instagram,0.08,0
5234,Let's meet up this weekend.,14,Twitter,0.05,0
5235,"That was a fun game, well played!",12,Snapchat,0.01,0
5236,"You're so ugly, no one likes you!",13,Instagram,0.96,1
5237,You should just quit social media.,13,TikTok,0.84,1
5238,I love your new post!,14,Twitter,0.24,0
5239,That's a cool picture!,17,Twitter,0.08,0
5240,Happy birthday! Hope you have a great day.,16,Facebook,0.11,0
5241,"Hey, how's your day going?",15,Twitter,0.32,0
5242,Happy birthday! Hope you have a great day.,10,Snapchat,0.16,0
5243,Nobody wants to be your friend.,18,Facebook,0.87,1
5244,I can't believe how dumb you are.,10,Snapchat,0.58,1
5245,Happy birthday! Hope you have a great day.,13,TikTok,0.16,0
5246,That's a cool picture!,17,TikTok,0.2,0
5247,I can't believe how dumb you are.,13,Twitter,0.69,1
5248,Good luck on your exam tomorrow!,13,Instagram,0.31,0
5249,"Nice post! Just kidding, it's terrible.",15,Instagram,0.62,1
5250,"Nice post! Just kidding, it's terrible.",18,Twitter,0.69,1
5251,Happy birthday! Hope you have a great day.,12,Instagram,0.08,0
5252,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.58,1
5253,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.71,1
5254,Happy birthday! Hope you have a great day.,13,Instagram,0.37,0
5255,That's a cool picture!,11,TikTok,0.22,0
5256,Let's meet up this weekend.,16,Facebook,0.36,0
5257,"You're so ugly, no one likes you!",14,TikTok,0.66,1
5258,I can't believe how dumb you are.,11,Facebook,0.85,1
5259,That's a cool picture!,13,TikTok,0.21,0
5260,"You're such a loser, go away!",12,Instagram,0.83,1
5261,Good luck on your exam tomorrow!,10,Snapchat,0.28,0
5262,"You're such a loser, go away!",15,Snapchat,0.65,1
5263,I can't believe how dumb you are.,18,Snapchat,0.65,1
5264,You should just quit social media.,18,TikTok,0.68,1
5265,You should just quit social media.,13,Twitter,0.7,1
5266,Let's meet up this weekend.,14,Facebook,0.09,0
5267,"You're worthless, just disappear.",15,Snapchat,0.83,1
5268,"You're such a loser, go away!",14,Snapchat,0.81,1
5269,"You're such a loser, go away!",15,Snapchat,0.9,1
5270,Nobody wants to be your friend.,11,Snapchat,0.92,1
5271,Nobody wants to be your friend.,18,Twitter,0.54,1
5272,Let's meet up this weekend.,16,Instagram,0.22,0
5273,"You're such a loser, go away!",12,Twitter,0.74,1
5274,I love your new post!,12,TikTok,0.15,0
5275,Nobody wants to be your friend.,18,Twitter,0.57,1
5276,Let's meet up this weekend.,15,Facebook,0.21,0
5277,"Nice post! Just kidding, it's terrible.",18,Twitter,0.9,1
5278,Happy birthday! Hope you have a great day.,17,Instagram,0.24,0
5279,Nobody wants to be your friend.,11,Snapchat,0.69,1
5280,Good luck on your exam tomorrow!,13,Twitter,0.13,0
5281,I can't believe how dumb you are.,18,TikTok,0.93,1
5282,I love your new post!,16,TikTok,0.01,0
5283,"That was a fun game, well played!",16,Snapchat,0.2,0
5284,You should just quit social media.,17,Twitter,0.65,1
5285,That's a cool picture!,12,Snapchat,0.01,0
5286,That's a cool picture!,16,TikTok,0.21,0
5287,"That was a fun game, well played!",17,Snapchat,0.1,0
5288,You should just quit social media.,12,Twitter,0.59,1
5289,Good luck on your exam tomorrow!,13,Twitter,0.32,0
5290,"You're so ugly, no one likes you!",14,TikTok,0.89,1
5291,You should just quit social media.,14,TikTok,0.69,1
5292,I love your new post!,18,Twitter,0.16,0
5293,I can't believe how dumb you are.,14,Instagram,0.89,1
5294,"Nice post! Just kidding, it's terrible.",13,Facebook,0.56,1
5295,You should just quit social media.,13,Snapchat,0.88,1
5296,Good luck on your exam tomorrow!,11,Twitter,0.04,0
5297,Nobody wants to be your friend.,16,Instagram,0.81,1
5298,Good luck on your exam tomorrow!,14,Instagram,0.15,0
5299,Happy birthday! Hope you have a great day.,17,Facebook,0.24,0
5300,That's a cool picture!,15,Twitter,0.03,0
5301,Nobody wants to be your friend.,10,Instagram,0.79,1
5302,"You're worthless, just disappear.",12,Instagram,0.52,1
5303,"You're so ugly, no one likes you!",11,Facebook,0.95,1
5304,"That was a fun game, well played!",17,Instagram,0.27,0
5305,I can't believe how dumb you are.,17,Facebook,0.57,1
5306,"Hey, how's your day going?",10,Facebook,0.15,0
5307,"You're so ugly, no one likes you!",12,Instagram,0.82,1
5308,I love your new post!,15,Instagram,0.02,0
5309,"Hey, how's your day going?",10,Twitter,0.12,0
5310,"You're so ugly, no one likes you!",14,TikTok,0.9,1
5311,I love your new post!,11,Twitter,0.15,0
5312,You should just quit social media.,17,Facebook,0.99,1
5313,Nobody wants to be your friend.,14,Snapchat,0.68,1
5314,That's a cool picture!,11,Facebook,0.04,0
5315,I can't believe how dumb you are.,10,Instagram,0.61,1
5316,"You're worthless, just disappear.",11,TikTok,0.94,1
5317,I can't believe how dumb you are.,10,Snapchat,0.71,1
5318,Let's meet up this weekend.,17,Snapchat,0.35,0
5319,I love your new post!,12,Twitter,0.29,0
5320,Let's meet up this weekend.,13,Facebook,0.27,0
5321,Nobody wants to be your friend.,13,Twitter,0.98,1
5322,Happy birthday! Hope you have a great day.,16,TikTok,0.2,0
5323,"You're such a loser, go away!",16,TikTok,0.75,1
5324,I love your new post!,16,Instagram,0.11,0
5325,Good luck on your exam tomorrow!,14,Twitter,0.19,0
5326,"That was a fun game, well played!",18,Snapchat,0.18,0
5327,That's a cool picture!,14,Snapchat,0.03,0
5328,"Hey, how's your day going?",17,TikTok,0.17,0
5329,"Nice post! Just kidding, it's terrible.",13,Twitter,0.86,1
5330,"You're such a loser, go away!",10,Instagram,0.55,1
5331,Happy birthday! Hope you have a great day.,10,TikTok,0.35,0
5332,Happy birthday! Hope you have a great day.,15,TikTok,0.28,0
5333,Happy birthday! Hope you have a great day.,12,Twitter,0.33,0
5334,Happy birthday! Hope you have a great day.,10,TikTok,0.06,0
5335,You should just quit social media.,12,Instagram,0.66,1
5336,Happy birthday! Hope you have a great day.,15,Facebook,0.18,0
5337,"Hey, how's your day going?",10,Snapchat,0.06,0
5338,That's a cool picture!,15,Twitter,0.34,0
5339,Good luck on your exam tomorrow!,14,Twitter,0.03,0
5340,"You're worthless, just disappear.",11,Instagram,0.93,1
5341,"That was a fun game, well played!",16,Twitter,0.26,0
5342,I love your new post!,11,Facebook,0.1,0
5343,"Hey, how's your day going?",15,Instagram,0.31,0
5344,Good luck on your exam tomorrow!,15,Facebook,0.23,0
5345,"That was a fun game, well played!",15,TikTok,0.12,0
5346,"Hey, how's your day going?",18,Snapchat,0.4,0
5347,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.74,1
5348,"Hey, how's your day going?",17,Twitter,0.24,0
5349,"Hey, how's your day going?",12,Facebook,0.05,0
5350,Let's meet up this weekend.,15,Facebook,0.24,0
5351,Good luck on your exam tomorrow!,14,Twitter,0.35,0
5352,Let's meet up this weekend.,12,TikTok,0.25,0
